Szam,Kerdes,V1,V2,V3,Kep,HelyesValasz
808,Összeütközés veszélye esetén milyen általános szabály vonatkozik evezővel hajtott kishajó és vitorlával haladó kishajó találkozására a Szabályzat I. része alapján?,"Mindkettő úgy köteles jobbra kitérni, hogy bal oldalukkal haladhassanak egymás mellett el.","Mindkettő úgy köteles bal kitérni, hogy jobb oldalukkal haladhassanak egymás mellett el.",A hegymenetben haladó köteles kitérni a völgymenetben haladó útjából.,,1
809,Kinek kell kitérnie gépi erővel hajtott kishajó és vitorlával haladó kishajó/csónak/vízi sporteszköz találkozásakor vagy útirányuk keresztezésekor a Szabályzat II. része alapján?,"A gépi erővel haladók kötelesek kitérni legalább 10 m oldaltávolságot tartva, ha azt a víz szélessége és mélysége azt lehetővé teszi.",A vitorlával haladók kötelesek kitérni a gépi erővel haladók útjából.,A gépi erővel haladók kötelesek kitérni a vitorlával haladók útjából.,,3
810,"Kinek kell kitérnie egy gépi erővel haladó kishajó és egy olyan kishajó/csónak/vízi sporteszköz útirányának keresztezésekor, amely nem gépi erővel halad?",A gépi erővel haladó kishajó köteles kitérni a nem gépi erővel haladó kishajó/csónak/vízi sporteszköz útjából.,"Kishajók, csónakok és vízi sporteszközök útirányának keresztezésekor meghajtási módtól függetlenül mindig a jobbról érkező köteles kitérni.","Az a kishajó/csónak/vízi sporteszköz, amely nem gépi erővel halad köteles kitérni.",,1
811,Kinek kell kitérnie azonos meghajtási móddal haladó kishajók/csónakok/vízi sporteszközök útirányának keresztezésekor? A vitorlával haladók egymás közötti keresztezését kivéve,azonos meghajtási mód esetén a balról érkező köteles kitérni.,a meghajtási módtól függetlenül mindig a jobbról érkező köteles kitérni.,"mindig a vízi sporteszköznek és a csónaknak ki kell térnie a kishajó útjából, míg a vízi sporteszköznek a csónak útjából.",,1
812,Kinek kell kitérnie két gépi erővel haladó kishajó/csónak/vízi sporteszköz útirányának keresztezésekor?,Mindkettőnek balra kell tartania elkerülve ezzel az összeütközés veszélyét.,"Az amelyik a másikat saját bal oldala felől látja, köteles annak útjából kitérni, és ha a körülmények lehetővé teszik, el kell kerülnie az útvonal keresztezését a másik előtt.","Az amelyik a másikat saját jobb oldala felől tátja, köteles annak útjából kitérni, és ha a körülmények lehetővé teszik, el kell kerülnie az útvonal keresztezését a másik előtt.",,3
813,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval észleli a jobbról közeledő vitorlával haladó kishajót?","Nekem kell kitérnem elkerülve a másik útvonalának keresztezését, mivel a gépi erővel haladó kishajó köteles kitérni a vitorlával haladó kishajó útjából.","Neki kell kitérnie elkerülve az útvonalam keresztezését, mivel a vitorlával haladó kishajó köteles kitérni a gépi erővel haladó kishajó útjából.","Nekem kell kitérnem elkerülve a másik útvonalának keresztezését, mivel két kishajó útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",teszt-2460.jpg,1
814,Kinek kell kitérnie két vitorlás kishajó összeütközésének veszélye esetén?,"Ha a vitorlás kishajók azonos oldalirányú széllel haladnak, a szél alatt haladó köteles a szél felőli oldalon haladó útjából kitérni.","Ha a hajók különböző oldalirányú széllel haladnak, a jobboldali széllel haladó köteles a másik útjából kitérni.","Ha a baloldali széllel vitorlázó a másikat a szél felőli oldalon látja és nem tudja meghatározni, hogy az milyen széllel halad, köteles kitérni.",,3
815,"Kinek kell kitérnie két vitorlás kishajó összeütközésének veszélye esetén, ha azonos oldalszéllel vitorláznak?",A szél alatti oldalon vitorlázó köteles a szél felől oldalon vitorlázó útjából kitérni.,Mindig a jobbról érkező vitorlás kishajó köteles kitérni.,A szél felőli oldalon vitorlázó köteles a szél alatti oldalon vitorlázó útjából kitérni.,xxx-3856.jpg,3
816,"Kinek kell kitérnie két vitorlás kishajó összeütközésének veszélye esetén, ha különböző oldalirányú széllel vitorláznak?",A széliránytól függetlenül mindig a jobbról érkező köteles kitérni.,A jobboldali széllel vitorlázó köteles kitérni.,A baloldali széllel vitorlázó köteles kitérni.,xxx-3859.jpg,3
817,"Az 1-es számmal jelzett vitorlás kishajó jobboldali széllel halad, míg a 2-es számmal jelzett kishajó vitorla mellett gépi erőt is használ. Összeütközés veszélye esetén melyik köteles kitérni?","A 2-es számmal jelzett köteles kitérni, mivel a gépi erővel haladó kishajónak ki kell térnie a vitorlával haladó kishajó útjából.","Az 1-es számmal jelzett köteles kitérni, mivel a vitorlával haladó kishajó köteles kitérni a gépi erőt is használó kishajó útjából.","Mindkettőnek jobbra kell tartania úgy, hogy az elhaladás a bal oldaluk felől történjen.",xxx-3607.jpg,1
818,Az 1-es és 2-es számmal jelzett kishajók közül összeütközés veszélye esetén melyik köteles kitérni?,"Az 1-es számmal jelzett köteles kitérni, mivel a gépi erővel haladó kishajónak ki kell térnie a vitorlával haladó kishajó útjából.","Az 1-es számmal jelzett köteles kitérni, hiszen baloldali széllel vitorlázik.","Mindkettőnek jobbra kell tartania úgy, hogy az elhaladás a bal oldaluk felől történjen.",xxx-3611.jpg,1
819,"Kinek kell kitérnie, ha kishajóval vitorla mellett gépi erőt is használva észleli a jobbról közeledő gépi erővel haladó kishajót?","Neki kell kitérnie elkerülve útvonalam keresztezését, mivel kishajók útirányának keresztezésekor a balról érkezőnek van elsőbbsége.","Neki kell kitérnie elkerülve útvonalam keresztezését, mivel a gépi erővel haladó kishajó köteles kitérni a vitorlás kishajó útjából.","Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",teszt-2362.jpg,3
820,"Kinek kell kitérnie, ha kishajóval vitorla mellett gépi erőt is használva észleli a balról közeledő evezővel hajtott kishajót/csónakot?","Ha lehet 15 méter távolságot tartva neki kell kitérnie elkerülve útvonalam keresztezését, mivel az evezővel hajtott kishajónak/csónaknak ki kell térnie a vitorlás kishajó útjából.","Ha lehet 30 méter távolságot tartva nekem kell kitérnem elkerülve útvonalának keresztezését, mivel gépi erővel haladó kishajónak ki kell térnie az evezővel hajtott kishajó/csónak útjából.","Ha lehet 30 méter távolságot tartva neki kell kitérnie elkerülve útvonalam keresztezését, mivel kishajók és csónakok útirányának keresztezésekor a meghajtási módtól függetlenül a balról érkező köteles kitérni.",teszt-2388.jpg,2
821,"Kinek kell kitérnie, ha kishajóval vitorla mellett gépi erőt is használva észleli a balról közeledő csúcsával lefelé néző fekete kúpot viselő kishajót?","Neki kell kitérnie elkerülve útvonalam keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.","Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a balról érkezőnek van elsőbbsége.","Neki kell kitérnie elkerülve útvonalam keresztezését, mivel kishajók útirányának keresztezésekor a meghajtási módtól függetlenül a balról érkező köteles kitérni.",teszt-2396.jpg,1
822,Völgymenetben gépi erővel haladó kishajóval a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie jobbról érkező evezővel hajtott kishajót észlelve?,"Nekem kell kitérnem elkerülve a másik útvonalának keresztezését úgy, hogy közben nem változtathatom meg menetirányomat.","Az evezővel hajtott kishajó köteles kitérni elkerülve útvonalam keresztezését, mivel kishajók útirányának keresztezésekor a balról érkezőnek van elsőbbsége.","Nekem kell kitérnem, mivel vízi járművek útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",teszt-2737.jpg,1
823,"Hegymenetben gépi erővel haladó kishajó a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie jobbról érkező evezővel hajtott csónakot észlelve? Ha lehet, legalább 30 m távolságot tartva","nekem kell kitérnem elkerülve a másik útvonalának keresztezését úgy, hogy közben nem változtathatom meg menetirányomat.","az evezővel hajtott csónak köteles kitérni, mivel vízi járművek útirányának keresztezésekor a balról érkezőnek van elsőbbsége.","nekem kell kitérnem elkerülve útvonalának keresztezését, mivel kishajók/csónakok útirányának keresztezésekor meghajtási módjától függetlenül a jobbról érkezőnek van elsőbbsége.",teszt-2863.jpg,1
824,Völgymenetben gépi erővel haladó kishajóval a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie balról közeledő evezővel hajtott csónakot észlelve?,"Ha lehet legalább 30 m távolságot tartva nekem kell kitérnem elkerülve a másik útvonalának keresztezését, mivel a gépi erővel haladó kishajónak ki kell térnie az evezővel hajtott csónak útjából.","Neki kell kitérnie elkerülve útvonalam keresztezését, mivel az evezővel haladó vízi járműnek ki kell térnie a gépi erővel haladó vízi jármű útjából.","Neki kell kitérnie elkerülve útvonalam keresztezését, mivel kishajók/csónakok útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",teszt-2882.jpg,1
825,"Mikor engedhető meg kishajók egymás közötti előzése? Az előzés akkor engedhető meg, ha","a víziút szélessége valamennyi helyi körülményt, és más hajók mozgását is figyelembe véve kétséget kizáróan elegendő az egyidejű áthaladásához.","a hajóút szélessége valamennyi helyi körülményt, és más hajók mozgását is figyelembe véve kétséget kizáróan elegendő az egyidejű áthaladásához.","a víziút-szakasz hossza valamennyi helyi körülményt, és más hajók mozgását is figyelembe véve kétséget kizáróan elegendő az egyidejű áthaladásához.",xxx-4006.jpg,2
826,Milyen esetben kezdhető meg az előzés?,Ha az előzött hajó belegyezett az előzésbe.,"Ha az előzött hajó sebességének csökkentését jelzi, ezzel elősegítve az előzést.",Ha az előző hajó meggyőződött az előzés veszélytelenségéről.,xxx-4222.jpg,3
827,Gépi erővel haladó kishajóval hajózik. Megelőzheti-e a tábla hatálya alá tartozó víziút-szakaszon az Ön előtt evezővel haladó csónakot?,"Igen, mivel a kishajókra és csónakokra a tábla nem jelent előzési tilalmat.",Saját felelősségemre és ez előttem haladó akadályozása nélkül végrehajtható az előzés.,"Nem, mivel a tábla általános előzési tilalmat jelent!",xxx-4194.jpg,3
828,Hogyan kell végrehajtani gépi erővel haladó kishajó és motoros víz sporteszköz találkozását?,"Mindkettőnek jobbra kell tartania úgy, hogy az elhaladás a bal oldaluk felől történjen.","Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.","A motoros vízsporteszköz elsőbbséget élvez, a gépi erővel haladó kishajónak kell kitérnie.",,1
829,"Kinek kell kitérnie gépi erővel haladó kishajó-, csónak- vízi sporteszköz és nem gépi erővel és nem vitorlával hajtott csónak- vízi sporteszköz találkozásakor vagy útirányuk keresztezésekor?","A gépi erővel haladók kötelesek kitérni legalább 10 m oldaltávolságot tartva, ha azt a víz szélessége és mélysége azt lehetővé teszi.",A nem gépi erővel és nem vitorlával hajtott kötelesek kitérni a gépi erővel haladók útjából.,"A gépi erővel haladónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott útjából és legalább 30 m távolságot tartani attól, ha azt a víz szélessége és mélysége azt lehetővé teszi.",,3
830,Kinek kell kitérnie egy gépi erővel haladó kishajó és egy nem gépi erővel és nem vitorlával hajtott kishajó találkozásakor?,A gépi erővel haladó kishajónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott kishajó útjából.,"Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",A nem gépi erővel és nem vitorlával hajtottnak kishajónak ki kell térnie a gépi erővel haladó kishajó útjából.,,1
831,"Hogyan kell a találkozást végrehajtani, ha két nem gépi erővel és nem vitorlával hajtott kishajó/csónak találkozik?",Mindkettőnek balra kell tartania és jobb oldaluk felől kell egymást elkerülniük.,Mindkettőnek jobbra kell tartania és bal oldaluk felől kell egymást elkerülniük.,Mindkettőnek a hajóút jobb széle felé kell tartania az egymás melletti elhaladás során.,xxx-3156.jpg,2
832,"Kinek kell kitérnie, ha nem gépi erővel és nem vitorlával hajtott kishajó-, csónak- vízi sporteszköz és vitorlával haladó kishajó-, csónak- vízi sporteszköz találkozik?","Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.","A vízi sporteszköz köteles a kishajó, és csónak útjából kitérni.",A nem gépi erővel és nem vitorlával hajtottnak kell térnie a vitorlával haladók útjából.,,3
833,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval hajózva észleli a jobbról közeledő gépi erővel haladó csónakot? Lehetőleg elkerülve a másik útvonalának keresztezését","nekem kell kitérnem, mivel gépi erővel haladó kishajók/csónakok útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.","neki kell kitérnie, mivel gépi erővel haladó kishajók/csónakok útirányának keresztezésekor a balról érkezőnek van elsőbbsége.","nekem kell kitérnem, mivel vízi járművek útirányának keresztezéskor a vízi jármű fajtájától és meghajtási módjától függetlenül a jobbról érkezőnek van elsőbbsége.",xxx-3020.jpg,1
834,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval hajózva észleli a balról közeledő gépi erővel haladó csónakot? Lehetőleg elkerülve a másik útvonalának keresztezését","neki kell kitérnie, mivel gépi erővel haladó kishajók/csónakok útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.","neki kell kitérnie, mivel gépi erővel haladó kishajók/csónakok útirányának keresztezésekor a balról érkezőnek van elsőbbsége.","nekem kell kitérnem, mivel vízi járművek útirányának keresztezéskor a balról érkezőnek van elsőbbsége.",teszt-2825.jpg,1
